id_game,name,n_genres,n_platforms,n_tags,release_year,success_score
963318,Yet Another Zombie Survivors,4,1,22,2023.0,0.5369
638799,Fuga: Melodies of Steel,1,6,23,2021.0,0.5369
627562,Sun Haven,5,1,20,2021.0,0.5368
971687,Football Manager 2024,3,2,12,2023.0,0.5368
366091,CarX Streets,4,1,4,2022.0,0.5368
875,Eagle Flight,2,2,10,2016.0,0.5368
20996,Reverse Crawl,3,5,6,2015.0,0.5368
7950,Colt Express,3,3,5,2016.0,0.5368
15315,Alien Hallway,4,1,3,2010.0,0.5368
63348,NALOGI 2,5,1,11,2018.0,0.5367
29205,Matterfall,1,1,2,2017.0,0.5367
13078,Double Kick Heroes,2,4,14,2018.0,0.5367
9875,Hot Lava,3,2,5,2019.0,0.5367
19538,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,1,3,2,2010.0,0.5366
844401,Gerda: A Flame in Winter,4,2,22,2022.0,0.5366
856178,Call of Duty: Modern Warfare II - Open Beta,1,1,14,2022.0,0.5366
17778,Worms Clan Wars,1,3,16,2013.0,0.5365
61622,The Spiral Scouts,2,2,6,2018.0,0.5365
17248,See No Evil,9,1,19,2014.0,0.5364
50571,Octogeddon,4,2,5,2018.0,0.5364
380881,Cockwork Industries Complete,1,1,1,2019.0,0.5364
600965,Miss Furry,6,3,14,2021.0,0.5363
428882,Fight Crab,4,1,24,2020.0,0.5363
10312,Space Pirates And Zombies 2,6,3,21,2016.0,0.5363
63036,Plane Mechanic Simulator,2,1,1,2019.0,0.5363
20232,Alum,3,3,5,2015.0,0.5363
16155,Dead End Road,3,2,3,2016.0,0.5362
16106,Reversion - The Escape (1st Chapter),2,3,6,2014.0,0.5362
4130,Dogfight 1942,2,3,8,2012.0,0.5362
10025,BRAIN / OUT,3,3,18,2017.0,0.5362
48964,Ben 10,2,4,9,2017.0,0.5362
17121,Rise of the Triad,2,1,23,2013.0,0.5362
484687,"Please, Touch The Artwork",5,4,22,2022.0,0.5362
644752,The Ramp,5,2,22,2021.0,0.5361
52388,Bomb Chicken,6,4,4,2018.0,0.5361
58334,Smoke And Sacrifice,4,4,10,2018.0,0.5361
14788,Lords of Xulima,4,3,15,2014.0,0.5361
23284,Defence to death,1,1,4,2017.0,0.5361
20426,Spy Chameleon - RGB Agent,2,8,11,2014.0,0.5361
47250,Claybook,2,4,11,2017.0,0.536
11559,Jack Orlando: Director's Cut,1,3,5,2013.0,0.536
14637,Greyfox RPG,9,1,26,2014.0,0.536
13655,Rocketbirds 2 Evolution,3,1,15,2017.0,0.536
21014,Rake,4,1,20,2015.0,0.536
21216,Small Town Terrors Pilgrim's Hook Collector's Edition,1,1,3,2014.0,0.5359
791637,Wylde Flowers,3,2,23,2022.0,0.5359
842395,Disney Dreamlight Valley,2,9,19,2023.0,0.5358
40864,World of Warplanes,2,1,9,2013.0,0.5358
7993,VOEZ,2,3,1,2016.0,0.5358
60545,I’m not a Monster,2,1,11,2018.0,0.5358
1480,JumpJet Rex,4,5,18,2015.0,0.5357
62990,Viking's drakkars,4,1,5,2018.0,0.5356
46670,LAYTON'S MYSTERY JOURNEY: Katrielle and the Millionaires' Conspiracy,2,3,9,2017.0,0.5355
366883,Everspace 2,3,4,3,2023.0,0.5355
743540,Behind the Dune,1,1,3,2021.0,0.5354
743490,Paraphore,2,1,3,2016.0,0.5354
9944,Ghost in the Shell: Stand Alone Complex - First Assault Online,2,1,17,2016.0,0.5354
26393,Disney Club Penguin: Elite Penguin Force: Herbert's Revenge,0,1,1,2010.0,0.5354
42482,The Walking Dead: Season Two Episode 3 - In Harm’s Way,1,2,0,2014.0,0.5353
19362,Bad Bots,2,2,3,2013.0,0.5353
43090,République Remastered,1,2,0,2015.0,0.5353
29010,Shaun White Skateboarding,2,3,0,2010.0,0.5353
263566,Disjunction,3,5,3,2021.0,0.5353
261316,MLB The Show 19,1,1,2,2019.0,0.5353
386511,Gordian Quest,5,1,4,2022.0,0.5353
284756,KUNAI,3,4,3,2020.0,0.5352
42949,Need for Speed: Rivals - Complete Edition,2,3,1,2014.0,0.5352
60624,Evergarden,4,4,12,2018.0,0.5352
11944,Dark Quest 2,4,7,14,2016.0,0.5352
41079,FIFA Street (2012),1,1,0,2012.0,0.5351
28356,Castlevania HD,2,1,4,2010.0,0.5351
9696,Eternal Card Game,4,6,13,2016.0,0.5351
20092,Viktor,3,1,4,2014.0,0.535
13009,Lethe - Episode One,3,1,9,2016.0,0.535
59027,The Train,1,1,2,2013.0,0.535
9864,The Isle,5,2,17,2015.0,0.535
16552,Dead Bits,3,2,11,2014.0,0.5349
20727,T.E.C. 3001,3,3,13,2014.0,0.5348
6820,Deemo,1,3,2,2013.0,0.5348
13043,WayOut,4,5,19,2016.0,0.5348
19578,Sol Survivor,2,1,11,2010.0,0.5347
15866,PHAT STACKS,3,1,3,2016.0,0.5347
14715,Unalive,2,2,6,2017.0,0.5347
3163,Blood Bowl 2,2,4,18,2015.0,0.5347
11708,Danmaku Unlimited 3,4,5,11,2017.0,0.5346
2088,Card City Nights,5,5,10,2014.0,0.5346
17979,Lili: Child of Geos - Complete Edition,3,1,12,2014.0,0.5346
14485,MirrorMoon EP,2,3,16,2013.0,0.5346
51410,puzzlement,5,4,4,2018.0,0.5345
14513,"Warhammer 40,000: Armageddon - Da Orks",2,2,10,2016.0,0.5345
2984,rymdkapsel,3,5,10,2013.0,0.5345
1889,Angry Birds 2,3,2,16,2015.0,0.5345
17045,Quest for Infamy,3,3,10,2014.0,0.5345
2103,Snakebird,2,5,8,2015.0,0.5345
13632,Rituals,2,3,3,2015.0,0.5344
16943,Megabyte Punch,3,4,19,2013.0,0.5344
17594,Dev Guy,2,1,8,2015.0,0.5343
21942,Skyforge,2,4,18,2017.0,0.5343
21678,Puzzle Bots,2,1,3,2010.0,0.5343
21076,Monument,2,3,5,2015.0,0.5343
316859,John Wick Hex,2,5,17,2019.0,0.5343
1898,Super Time Force,2,2,6,2014.0,0.5342
17881,Doorways: Holy Mountains of Flesh,3,3,21,2016.0,0.5341
4426,WARRIORS OROCHI 3,2,2,1,2011.0,0.5341
20240,Planet Stronghold,3,3,13,2014.0,0.5341
3808,Zen Pinball 2,3,4,9,2012.0,0.5341
651068,Rogue Heroes: Ruins of Tasos,2,2,4,2021.0,0.5341
289934,Fallout 4 - Contraptions Workshop,2,2,5,2016.0,0.5341
576518,MLB 21: The Show,1,4,10,2021.0,0.534
11342,Prime World,3,1,20,2014.0,0.534
26468,Madden NFL 11,2,5,7,2010.0,0.534
26923,Ben 10 Omniverse,2,6,10,2012.0,0.534
51149,Hidden & Dangerous: Action Pack,2,1,2,2017.0,0.534
22463,Fortune Summoners,3,1,12,2012.0,0.5339
12803,Defense of Egypt: Cleopatra Mission,3,2,2,2016.0,0.5339
46153,Super Meat Boy Forever,3,6,5,2020.0,0.5339
584414,FNF Corrupted / Boyfriend TEST,1,1,1,2021.0,0.5339
563395,Voidigo,3,1,20,2021.0,0.5339
469663,SPOOKWARE,4,1,21,2021.0,0.5338
354705,Rise of Kingdoms,2,1,15,2018.0,0.5338
11382,Oh...Sir! Prototype,1,3,5,2015.0,0.5338
6298,Incredipede,5,5,3,2012.0,0.5338
6892,Cut the Rope: Experiments,2,2,6,2011.0,0.5337
11128,8-Bit Armies,3,3,19,2016.0,0.5337
22405,Stay Alight,3,1,4,2015.0,0.5337
12006,Judgment: Apocalypse Survival Simulation,3,2,22,2015.0,0.5337
60037,The King's Bird,2,4,17,2018.0,0.5337
44094,The World of Nubla,0,1,8,2017.0,0.5336
45034,The Adventurer - Episode 1: Beginning of the End,4,1,3,2017.0,0.5336
45664,The Bard's Tale: Remastered and Resnarkled,1,5,7,2017.0,0.5335
428360,Receiver 2,3,3,4,2020.0,0.5335
491541,Wind Peaks,3,2,18,2020.0,0.5334
4481,NARUTO SHIPPUDEN: UN Impact,1,1,4,2012.0,0.5334
1281,Sonic Dash,3,3,13,2013.0,0.5333
20021,Trucks & Trailers,2,1,6,2014.0,0.5333
407598,Learn to Fly 2,3,2,0,2011.0,0.5333
216364,Battlerite Royale,2,1,4,2018.0,0.5333
19677,Avadon: The Black Fortress,3,4,16,2011.0,0.5332
230,Real Racing 3,2,2,12,2013.0,0.5332
4584,GRIMgRiMoiRe,2,2,6,2011.0,0.5331
41569,Marvel vs. Capcom: Origins,2,1,0,2012.0,0.5331
316107,Robux.,1,2,3,2021.0,0.5331
684907,Resident Evil 4 (VR),1,0,14,2021.0,0.533
26784,Dreamworks' Puss In Boots,3,3,5,2011.0,0.533
16827,Tap Heroes,5,1,7,2015.0,0.533
15164,Primal Carnage,2,1,20,2012.0,0.5329
61,Fated: The Silent Oath,1,2,5,2016.0,0.5329
415192,Infliction: Extended Cut,1,3,9,2020.0,0.5329
732437,Potion Permit,4,6,21,2022.0,0.5329
484827,Library Of Ruina,3,2,13,2021.0,0.5329
275703,Darksburg,2,1,9,2020.0,0.5329
6303,SAS: Zombie Assault 4,2,4,15,2014.0,0.5328
17296,Princess.Loot.Pixel.Again,5,2,17,2016.0,0.5326
20016,Black Rose,2,1,7,2016.0,0.5325
289,Towaga,3,2,1,2017.0,0.5325
58260,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,2,2,14,2018.0,0.5325
989987,Liar's Bar,4,1,18,2024.0,0.5325
9785,Robot Roller-Derby Disco Dodgeball,3,3,26,2015.0,0.5324
41829,Chicken Invaders 2: The Next Wave,2,1,1,2012.0,0.5324
2079,RollerCoaster Tycoon Classic,2,4,3,2016.0,0.5324
79236,Odysseus Kosmos - Episode 1,3,2,15,2018.0,0.5324
49067,Catmaze,4,3,17,2018.0,0.5323
1769,Cally's Caves 3,4,3,12,2015.0,0.5323
14355,Space Pilgrim Episode II: Epsilon Indi,3,1,15,2016.0,0.5323
2473,Corridor Z,3,6,7,2016.0,0.5323
10043,Serious Sam VR: The Second Encounter,2,2,16,2017.0,0.5323
376895,Over the Alps,2,4,17,2019.0,0.5323
560755,Trader Life Simulator,3,2,13,2021.0,0.5322
959748,Otxo,2,1,19,2023.0,0.5322
403795,Tainted Grail,4,1,11,2020.0,0.5322
15848,Cities XXL,1,1,15,2015.0,0.5322
12592,Haydee,2,1,19,2016.0,0.5321
380792,DORAEMON STORY OF SEASONS,3,3,5,2019.0,0.5321
349245,WolfQuest: Anniversary Edition,3,2,5,2019.0,0.532
295127,Daggerhood,4,5,3,2019.0,0.5319
571690,The Magnificent Trufflepigs,2,2,11,2021.0,0.5319
650653,Sleeping Dogs: Zodiac Tournament,1,3,0,2012.0,0.5319
303589,Subverse,5,3,1,2018.0,0.5318
12253,Along the Edge,1,3,12,2016.0,0.5318
27911,Pic-a-Pix Color,1,3,1,2017.0,0.5318
59349,The Settlers - New Allies,1,6,9,2023.0,0.5318
59344,Wolfenstein: Cyberpilot,2,2,5,2019.0,0.5318
47270,Driftland: The Magic Revival,3,1,4,2017.0,0.5318
15964,Joe Dever's Lone Wolf HD Remastered,4,3,10,2014.0,0.5318
19499,Air Conflicts: Secret Wars,3,4,6,2011.0,0.5317
4036,God Mode,2,3,9,2013.0,0.5317
4557,Fate/Extra,1,1,16,2010.0,0.5317
18273,Pickers,4,2,3,2011.0,0.5317
22632,Forza Horizon 3 Hot Wheels,2,2,4,2017.0,0.5317
637473,Arcade Paradise,3,6,37,2022.0,0.5317
304289,Little Witch Nobeta,2,1,2,2022.0,0.5317
322223,EvoWars.io,3,2,5,2018.0,0.5317
327212,Cris Tales,3,6,6,2021.0,0.5316
270769,SYNTHETIK: Arena,2,1,5,2018.0,0.5316
854345,HYPER DEMON,3,1,19,2022.0,0.5316
11423,Wulverblade,2,4,11,2017.0,0.5316
12146,World to the West,5,6,17,2017.0,0.5316
15265,Gone In November,2,1,4,2016.0,0.5316
42309,Dead Island: Epidemic,1,1,7,2014.0,0.5315
302977,Stranger Things 3: The Game,5,7,24,2019.0,0.5315
27756,Pocket Card Jockey,4,3,7,2013.0,0.5314
17873,Ben and Ed,3,1,16,2015.0,0.5314
11751,Blood Bowl Legendary Edition,2,1,14,2010.0,0.5314
50295,March of Empires,3,2,5,2015.0,0.5314
340,KAMI 2,2,2,4,2017.0,0.5313
12735,Shakes and Fidget,6,3,17,2016.0,0.5313
59833,Slap City,2,1,13,2018.0,0.5313
10182,X-Plane 11,1,3,8,2017.0,0.5313
6339,Hollywood Monsters,2,2,16,2012.0,0.5313
674195,LumbearJack,4,2,18,2022.0,0.5313
831876,Boneraiser Minions,4,1,20,2022.0,0.5312
62026,Songbird Symphony,2,4,7,2019.0,0.5312
19288,Chantelise: A Tale of Two Sisters,2,1,10,2011.0,0.5312
20780,Alex Hunter - Lord of the Mind Platinum Edition,1,2,4,2013.0,0.5312
22228,Train Valley 2,4,3,8,2019.0,0.5312
42912,Gigantic,3,2,19,2017.0,0.5312
84783,New Star Manager,2,5,4,2018.0,0.5311
349679,Autonauts,3,1,13,2019.0,0.5311
397411,The Sims 4: Discover University,1,3,0,2019.0,0.5311
349515,Scribble It!,2,1,6,2019.0,0.5311
28475,DEAD RISING 2: CASE WEST,2,2,2,2010.0,0.531
62627,Iron Danger,3,1,10,2020.0,0.531
28430,Magic 2013,0,1,4,2012.0,0.5309
460524,Worms Rumble,6,4,32,2020.0,0.5309
455566,Morbid: The Seven Acolytes,4,4,20,2020.0,0.5309
43105,Dying Light: The Bozak Horde,1,1,0,2015.0,0.5307
15077,Pixel Puzzles: UndeadZ,5,1,7,2014.0,0.5306
2908,Grand Theft Auto: The Trilogy,1,4,3,2011.0,0.5306
27509,A World of Keflings,4,3,37,2010.0,0.5306
383499,Sneaky Sasquatch,1,2,5,2019.0,0.5306
973096,Cats Hidden in Jingle Jam,2,1,21,2023.0,0.5305
776260,F1 22,2,5,24,2022.0,0.5305
404455,The Sims 4: Get to Work,1,1,0,2015.0,0.5305
382761,Eternal Hope,3,1,14,2020.0,0.5305
490752,Riders Republic,3,5,32,2021.0,0.5305
590826,FNF Week 7 (Phuphasin123),0,2,2,2021.0,0.5305
426098,TrackMania (2020),2,5,0,2020.0,0.5305
13381,Masked Forces,2,3,15,2016.0,0.5305
13413,The Land of Pain,2,1,5,2017.0,0.5304
65092,Goldmine,4,3,2,2018.0,0.5304
265888,Devast.io,1,1,7,2018.0,0.5304
370240,Hot Brass,3,2,5,2021.0,0.5303
10338,Gates of Hell,4,4,18,2019.0,0.5303
23441,Mirt. Tales of the Cold Land. Chapter one,3,3,7,2017.0,0.5302
10974,8-Bit Commando,2,1,15,2014.0,0.5301
8923,Faeria,4,7,16,2017.0,0.5301
2737,Shadowverse CCG,3,4,13,2016.0,0.5301
249963,Taiko No Tatsujin: Drum'n'Fun,1,1,4,2018.0,0.5301
428052,Sakura Succubus,3,5,14,2020.0,0.53
16692,Sins of a Solar Empire: Trinity,1,1,6,2010.0,0.53
18160,One More Dungeon,3,6,13,2015.0,0.5299
2193,Sword Coast Legends,2,5,18,2015.0,0.5299
21347,FATE: The Cursed King,3,1,9,2014.0,0.5299
41856,Age of Empires II: Forgotten Empires,1,1,0,2012.0,0.5298
61876,Degrees,1,1,4,2018.0,0.5298
484,Battle Academy,4,3,9,2012.0,0.5298
362830,Uncharted Tides: Port Royal,2,5,11,2019.0,0.5298
494664,Baldi's BASICS Plus Android,2,2,0,2020.0,0.5298
251501,One Hour One Life,3,1,2,2018.0,0.5297
941570,Daydream: Forgotten Sorrow,2,1,33,2023.0,0.5296
938003,Cities: Skylines 2,2,3,0,2023.0,0.5296
64952,Call of Bitcoin,4,1,3,2018.0,0.5296
61197,太吾绘卷,5,1,9,2018.0,0.5296
2902,Star Wars: Racer Revenge,2,2,5,2015.0,0.5296
24297,Green Lantern: Rise of the Manhunters,2,5,6,2011.0,0.5295
51328,Metal Gear Survive,4,3,15,2018.0,0.5295
28367,The Bureau,1,2,2,2013.0,0.5295
20471,Reaper - Tale of a Pale Swordsman,3,3,13,2014.0,0.5295
12782,Ninja Stealth,3,1,7,2016.0,0.5295
255294,WORLD OF FINAL FANTASY MAXIMA,1,4,5,2018.0,0.5295
938172,The Mageseeker: A League of Legends Story,3,1,31,2023.0,0.5295
743549,What a Legend!,1,1,6,2021.0,0.5294
681578,Echo Generation,1,3,12,2021.0,0.5293
387343,Dusk Diver,3,3,5,2019.0,0.5293
323175,Monster Girl Island: Prologue,2,1,6,2019.0,0.5293
51350,Scythe: Digital Edition,2,2,6,2018.0,0.5293
27985,Skylanders SuperChargers,2,6,10,2015.0,0.5293
2443,Shadwen,2,4,16,2016.0,0.5293
18823,Jack Keane 2 - The Fire Within,1,1,2,2013.0,0.5293
13681,Sorcery! Part 4,3,4,2,2016.0,0.5293
28109,Sprint Vector,4,2,5,2018.0,0.5292
2318,Cursed Treasure 2,3,5,8,2014.0,0.5292
605543,Phantom Abyss,4,1,23,2024.0,0.5292
383517,Teamfight Tactics,1,4,6,2019.0,0.5292
17963,Where's My What?,2,1,4,2016.0,0.5291
41033,The Sims 3: Town Life Stuff,1,2,0,2011.0,0.5291
58653,Candy Box!,1,2,2,2013.0,0.5291
50373,SMACKHEAD,3,1,1,2017.0,0.529
8345,slither.io,2,4,2,2016.0,0.529
60643,Fate Hunters,2,3,4,2019.0,0.529
39945,MLB 10: The Show,1,2,3,2010.0,0.529
10103,Rise to Ruins,3,3,17,2019.0,0.529
347512,Rune Factory 5,3,2,25,2022.0,0.529
751914,Valkyrie Elysium,2,4,23,2022.0,0.5289
968838,巫兎 - KANNAGI USAGI,2,1,10,2023.0,0.5289
19282,American Conquest: Fight Back,1,1,4,2011.0,0.5289
15069,Nuclear Contingency,3,1,4,2017.0,0.5289
15360,Gun Done,2,1,6,2016.0,0.5288
14248,Fruit Arranger,2,1,3,2017.0,0.5288
216290,Roof Rage,2,2,9,2018.0,0.5288
799276,Spacelines from the Far Out,6,3,25,2022.0,0.5288
743523,Kasumi Rebirth,1,1,4,2015.0,0.5287
4057,Defiance,4,3,19,2013.0,0.5287
11169,StarCrawlers,3,3,17,2015.0,0.5287
17612,Grey Cubes,3,3,4,2015.0,0.5287
49534,Riverbond,3,4,4,2019.0,0.5287
28010,Dragon Quest VII: Fragments of the Forgotten Past,1,2,1,2016.0,0.5286
18816,You Have 10 Seconds,1,1,10,2016.0,0.5286
2568,A Virus Named TOM,5,5,13,2012.0,0.5286
5553,DYNASTY WARRIORS: GUNDAM 3,1,1,1,2010.0,0.5285
22016,LoveKami -Useless Goddess,3,1,10,2017.0,0.5285
20212,Labyrinthine Dreams,3,1,8,2015.0,0.5285
723028,Minsk Subway Simulator 2D - 1984,1,1,2,2022.0,0.5285
62654,NALOGI,5,1,13,2018.0,0.5284
40689,Defy Gravity,1,1,6,2011.0,0.5284
109,Tiny Wings,3,1,9,2011.0,0.5283
41801,XCOM: Enemy Unknown - Slingshot,1,3,0,2012.0,0.5283
797886,Dread Delusion,4,1,21,2022.0,0.5283
738058,Legends of Kingdom Rush,4,3,21,2021.0,0.5283
684904,Subway Midnight,2,1,20,2021.0,0.5283
323052,Kingdom Come: Deliverance - Band of Bastards,3,3,1,2019.0,0.5283
759686,Flintlock: The Siege of Dawn,3,5,24,2024.0,0.5282
18729,Last Inua,3,2,6,2014.0,0.5282
47603,Chapter I - First steps,3,3,8,2017.0,0.5282
42341,Shadowrun Returns: Dragonfall,2,1,0,2014.0,0.5282
59923,Achievements printer part 1,4,1,3,2018.0,0.5282
15257,Red Trigger,1,1,10,2016.0,0.5281
52337,Them's Fightin' Herds,3,8,14,2020.0,0.5281
17396,Invisible Apartment,1,3,9,2015.0,0.5281
350787,Shing!,4,5,11,2020.0,0.5281
475071,Banners of Ruin,4,1,20,2020.0,0.5281
268129,Mochi Mochi Boy,2,5,5,2018.0,0.528
10093,theHunter,4,1,14,2014.0,0.528
63189,Yaga,4,6,12,2019.0,0.528
19500,A Walk in the Dark,3,2,9,2013.0,0.5279
17851,Dwarfs!?,3,3,7,2011.0,0.5279
385614,Grimm - GameClub,4,1,17,2011.0,0.5279
836480,Backpack Hero,0,3,22,2022.0,0.5279
872778,Call of Duty: Warzone 2.0,2,5,23,2022.0,0.5279
892427,Bayonetta Origins: Cereza and the Lost Demon,2,1,0,2023.0,0.5279
284674,Totally Reliable Delivery Service,3,5,9,2020.0,0.5278
304190,Nintendo Labo,3,1,2,2018.0,0.5278
692669,Epic Chef,4,2,21,2021.0,0.5278
46543,Field of Glory II,1,1,2,2017.0,0.5278
10529,One Way To Die,1,3,7,2015.0,0.5278
60952,Clue/Cluedo: The Classic Mystery Game,3,3,10,2018.0,0.5277
10426,Zombie Ballz,3,1,20,2017.0,0.5277
2928,Super Toy Cars,2,6,12,2014.0,0.5277
619867,Soulstice,2,3,25,2022.0,0.5277
14230,Sang-Froid - Tales of Werewolves,5,1,10,2013.0,0.5276
1253,Steredenn,5,7,16,2015.0,0.5275
2152,Riptide GP: Renegade,2,6,7,2016.0,0.5275
10379,Fishing Planet,3,5,20,2015.0,0.5274
59755,Beckett,2,2,7,2018.0,0.5274
41548,Motor Rock,2,1,0,2013.0,0.5274
428121,Hellpoint: The Thespian Feast,4,1,11,2020.0,0.5274
961199,Metal Gear Solid Master Collection Vol. 1,1,5,0,2023.0,0.5273
677178,Heaven Dust 2,4,1,20,2022.0,0.5273
21432,Fingered,2,1,5,2015.0,0.5273
14892,BARRIER X,2,2,18,2016.0,0.5273
52095,Meteorfall: Journey,2,2,11,2018.0,0.5273
51882,STAY,4,5,36,2018.0,0.5273
14486,VR The Diner Duo,3,2,7,2016.0,0.5272
4810,Spare Parts,4,2,10,2010.0,0.5272
49022,Sigi - A Fart for Melusina,4,5,5,2017.0,0.5272
3231,Boggle,1,3,6,2015.0,0.5272
2789,BADLAND 2,2,2,13,2015.0,0.5272
5967,Devious Dungeon 2,4,6,15,2015.0,0.5271
12058,Half Dead,2,2,17,2016.0,0.5271
17021,Droid Assault,2,3,15,2013.0,0.5271
7189,Dance Central Spotlight,0,1,6,2014.0,0.5271
9900,Feed and Grow: Fish,3,1,10,2016.0,0.5271
892900,After Us,2,3,14,2023.0,0.5271
983332,The Thing: Remastered,2,6,34,2024.0,0.527
7978,Two Worlds II Castle Defense,3,3,3,2011.0,0.527
27585,BoxBoy!,1,1,1,2015.0,0.527
6830,Nyan Cat: Lost In Space,5,4,13,2011.0,0.527
269,forma.8,3,8,6,2017.0,0.527
17358,Squirreltopia,3,1,8,2015.0,0.5269
60041,Cliff Empire,3,1,5,2018.0,0.5269
11073,ARAYA,3,1,6,2016.0,0.5269
736276,KLONOA Phantasy Reverie Series,4,6,24,2022.0,0.5269
428268,Knock on the Coffin Lid,3,2,18,2020.0,0.5269
505782,King Arthur: Knight's Tale,2,3,15,2022.0,0.5269
313843,Goat of Duty,1,1,17,2019.0,0.5269
840768,World of Warcraft: Dragonflight,1,1,0,2022.0,0.5268
23494,Fidel: Dungeon Rescue,3,3,9,2017.0,0.5268
61104,Hentai Memory,2,1,8,2018.0,0.5268
50689,Lost Grimoires 3: The Forgotten Well,2,4,14,2017.0,0.5267
20418,Gnomoria,3,3,19,2016.0,0.5267
6218,Cut the Rope: Time Travel,2,2,6,2013.0,0.5266
5009,Fat Princess: Fistful of Cake,1,1,10,2010.0,0.5266
428799,Super Mega Baseball 3,4,4,22,2020.0,0.5266
517331,DiRT 3 Complete Edition,3,4,2,2012.0,0.5265
64935,Trials of the Gauntlet,1,3,1,2018.0,0.5265
17286,Eets Munchies,6,4,9,2014.0,0.5264
1565,Fancy Pants Adventures,3,4,8,2011.0,0.5263
13607,Roguelands,4,3,18,2016.0,0.5263
546569,Duskwood -Detective & Criminal,2,2,11,2019.0,0.5263
316860,Fury Unleashed,3,7,4,2020.0,0.5263
44735,Halcyon 6: Lightspeed Edition,4,4,18,2017.0,0.5262
3633,Pure Pool,3,4,7,2014.0,0.5262
9947,Dungeon Painter Studio,0,1,3,2017.0,0.5261
718197,Electrician Simulator - First Shock,4,1,15,2022.0,0.5261
14624,Summer Nightmare,4,3,13,2024.0,0.526
2849,Sneaky Sneaky,5,3,5,2014.0,0.526
61717,Radio Commander,3,4,2,2020.0,0.526
10291,Runbow,5,5,12,2015.0,0.526
14701,The Chosen RPG,9,1,22,2016.0,0.526
10789,Tree of Savior (English Ver.),2,2,21,2016.0,0.526
3629,inviZimals: The Lost Kingdom,1,1,2,2013.0,0.5259
62516,Dark Rose Valkyrie / クロバラノワルキューレ / 黑玫瑰女武神,1,1,8,2018.0,0.5259
11328,Eleven: Table Tennis VR,3,1,4,2016.0,0.5259
273074,Super WorldBox (itch),1,1,8,2018.0,0.5259
823586,Dungeons of Sundaria,4,1,24,2022.0,0.5259
4515,NCAA Football 12,2,2,2,2011.0,0.5258
16327,Puzzles Under The Hill,3,2,1,2014.0,0.5258
40454,Back to the Future: The Game - Episode 1. It's About Time,1,2,3,2010.0,0.5258
19783,The Abbey of Crime Extensum,1,3,5,2016.0,0.5257
14692,Empire TV Tycoon,4,5,16,2015.0,0.5257
29089,Kinect Adventures!,1,1,2,2010.0,0.5257
262367,Flappy Bird,4,3,10,2013.0,0.5257
297207,Stellaris: Console Edition,1,2,4,2019.0,0.5256
795440,Inside the Backrooms,2,1,20,2022.0,0.5256
718057,Horizon Call of the Mountain,1,1,0,2023.0,0.5256
635221,Company of Heroes 3,2,1,19,2023.0,0.5256
18296,Containment: The Zombie Puzzler,2,3,4,2012.0,0.5256
19165,The Original Strife: Veteran Edition,2,3,13,2014.0,0.5255
3503,MXGP - The Official Motocross Videogame,2,4,10,2014.0,0.5255
748425,Lust Theory,1,1,3,2020.0,0.5255
262433,Effie,4,3,17,2019.0,0.5254
1277,VIDEOBALL,3,3,8,2016.0,0.5254
50075,Your Bunny Wrote,4,1,2,2017.0,0.5254
6800,iBomber Defense Pacific,4,4,4,2012.0,0.5253
42343,Ravaged Zombie Apocalypse,2,1,0,2013.0,0.5252
67623,Modern Combat 5,3,3,16,2014.0,0.5252
43051,Borderlands: The Pre-Sequel - Lady Hammerlock Pack,3,2,0,2015.0,0.5252
2586,Stikbold! A Dodgeball Adventure,4,5,16,2016.0,0.5252
960632,Pan'orama,4,1,16,2023.0,0.5252
335037,Nayuta no Kiseki,2,1,2,2012.0,0.5252
732421,Hyperbolica,2,2,19,2022.0,0.5252
844458,"El Paso, Elsewhere",1,1,21,2023.0,0.5252
481886,For the People,3,3,0,2020.0,0.5251
541732,Dom Rusalok,1,1,10,2021.0,0.5251
12455,Boogeyman,3,1,10,2015.0,0.5251
23251,Mulaka,3,4,5,2018.0,0.525
1060,DRIVECLUB VR,1,1,2,2016.0,0.525
9976,Star Conflict,3,3,20,2013.0,0.525
307130,Pink Tac Toe,2,1,2,2015.0,0.525
288747,S.W.I.N.E. HD Remaster,1,1,5,2019.0,0.5249
428874,Diplomacy is Not an Option,3,1,10,2024.0,0.5249
2506,Rocketbirds 2: Evolution,2,2,10,2016.0,0.5248
6799,Saints Row IV: Re-Elected & Gat out of Hell,3,3,7,2015.0,0.5248
10508,Ninja Stealth 2,2,1,9,2017.0,0.5248
1994,Cytus,2,2,7,2012.0,0.5248
22976,DROD 4: Gunthro and the Epic Blunder,5,3,7,2012.0,0.5247
883,The Greedy Cave,2,2,14,2016.0,0.5247
678655,Blast Brigade vs. the Evil Legion of Dr. Cread,3,1,22,2021.0,0.5247
959981,Beat Banger,2,2,21,2023.0,0.5247
548019,Homeworld 3,2,1,25,2024.0,0.5247
3353,RISK,4,6,3,2013.0,0.5246
50308,NVL,5,1,4,2017.0,0.5245
28380,The Gunstringer,2,1,2,2011.0,0.5245
1577,Real Boxing,2,5,7,2012.0,0.5245
2636,Catlateral Damage,4,4,22,2015.0,0.5245
50410,PickCrafter,2,2,6,2017.0,0.5244
1637,Sid Meier's Starships,2,3,10,2015.0,0.5244
9457,America's Army: Proving Grounds,2,2,23,2013.0,0.5244
