n_genres,n_platforms,n_tags,release_year,is_top_genre_1,is_top_genre_2,is_top_genre_3,is_top_genre_4,is_top_genre_5,is_top_platform_1,is_top_platform_2,is_top_platform_3,is_top_platform_4,is_top_platform_5,is_top_tag_1,is_top_tag_2,is_top_tag_3,is_top_tag_4,is_top_tag_5,is_optimal_duration,playtime,success_category,name
2,1,9,2016.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,5,low_success,Bizarre Earthquake
2,5,4,2016.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4,low_success,NORTH
4,2,8,2016.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,3,low_success,Remnants of a Beautiful Day
3,3,7,2015.0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,4,low_success,Sleep Attack
2,1,5,2016.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5,low_success,Wishmaster
2,3,3,2016.0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,low_success,Arkshot
2,3,9,2016.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,4,low_success,BLEAK: Welcome to Glimmer
1,1,4,2016.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,LightWalk
1,1,19,2015.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,low_success,Batla
2,1,3,2016.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,low_success,bloxyz
2,3,6,2016.0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,low_success,Bitardia Cards: Memes of 2ch
4,1,5,2016.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Full Tilt Poker
3,2,3,2016.0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,5,low_success,MOP Operation Cleanup
3,3,4,2015.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,low_success,Castle Chaos
2,3,11,2016.0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,2,low_success,Carnivore Land
3,3,6,2016.0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,4,low_success,Feesh
2,4,4,2016.0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,4,low_success,Gnomes Garden 2
2,1,2,2016.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,TribeQuest: Red Killer
5,1,12,2016.0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,low_success,The Contact
3,1,17,2018.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10,high_success,Eco - Global Survival Game
6,2,11,2016.0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,low_success,Iron Madness
2,1,4,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Bullet Life 2010
5,1,4,2014.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Rugby Union Team Manager 2015
2,3,6,2015.0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,5,moderate_success,Tales of the Orient: The Rising Sun
4,1,11,2016.0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,4,low_success,Witch and Hero(魔女と勇者)
2,1,14,2015.0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,5,low_success,Neoncube
3,1,8,2016.0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,6,low_success,Sinful Eden
5,1,5,2015.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,4,low_success,Pongo
3,1,5,2016.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,low_success,Skyreach
1,3,11,2016.0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,moderate_success,The Bottom of the Well
5,3,9,2015.0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,moderate_success,SC2VN - The eSports Visual Novel
2,1,5,2016.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,low_success,P-3 Biotic
2,1,1,2016.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,OddPlanet
3,1,3,2015.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4,low_success,StarFence: Heroic Edition
4,4,9,2014.0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,8,low_success,FaeVerse Alchemy
1,1,6,2016.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,low_success,StarFringe: Adversus
3,1,2,2016.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,low_success,Impossible Geometry
1,2,3,2016.0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,7,low_success,RHEM IV: The Golden Fragments SE
2,2,2,2016.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,low_success,Grimsfield
5,3,5,2016.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,5,low_success,Mini's Magic World
4,3,35,2014.0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,2,low_success,Stranded
4,1,3,2015.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Soccer Legends
2,1,4,2016.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Bug N Out
3,1,2,2015.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,low_success,InnerCube
5,2,12,2016.0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,7,low_success,Bombshell
3,1,4,2016.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Ghoul Kid
4,2,3,2011.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,moderate_success,Explodemon
2,2,7,2016.0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,low_success,Dead TrailZ
3,1,3,2016.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Falling Stars: War of Empires
2,1,5,2016.0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,6,low_success,Save Halloween: City of Witches
2,3,10,2016.0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,low_success,Steno Arcade
2,3,6,2015.0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,moderate_success,Murder
2,2,10,2015.0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,4,moderate_success,Porcunipine
3,2,24,2016.0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,low_success,The Grandfather
3,1,3,2016.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5,low_success,Galaxy Cannon Rider
2,1,4,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,low_success,Omega Agent
5,1,11,2016.0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,4,low_success,Flesh Eaters
3,3,9,2016.0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,2,low_success,Void 21
3,1,2,2016.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Castle Heist: Chapter 1
3,1,8,2016.0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,5,low_success,Chicku
2,1,6,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,low_success,Princess Edge - Dragonstone
2,2,2,2015.0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,low_success,Shades of Black
3,3,10,2016.0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,4,low_success,Story of a Cube
3,1,4,2015.0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5,low_success,Faron's Fate
2,2,4,2016.0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,low_success,GEO Master
2,3,6,2016.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,low_success,Forgotten Myths CCG
4,1,4,2015.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4,low_success,Island Defense
2,1,12,2015.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3,low_success,Mayjasmine Episode01 - What is God?
1,1,4,2016.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Fallen Temple
4,3,5,2016.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,4,low_success,Soup: the Game
1,1,7,2016.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,low_success,PD Howler 10
7,3,16,2016.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,3,low_success,HACK_IT
5,1,30,2015.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,low_success,AWAKE
5,4,7,2011.0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,4,moderate_success,Tasty Planet: Back for Seconds
3,2,13,2016.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,high_success,PICO PARK
3,3,7,2016.0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,low_success,Vega Tank
3,1,2,2016.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Logic Missile
4,1,14,2016.0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,low_success,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!
5,1,9,2015.0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,5,low_success,The fall of gods
3,3,7,2016.0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,moderate_success,The Average Everyday Adventures of Samantha Browne
3,2,2,2016.0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,low_success,Insane
2,1,1,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Insane Insects: The Inception
3,1,8,2015.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,low_success,Streets of Chaos
2,12,15,2012.0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,4,high_success,LEGO Batman 2 DC Super Heroes
1,1,6,2016.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Ricerca VR
5,1,2,2016.0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,low_success,Rescue From Goblin Deep
3,1,5,2016.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,low_success,Link
2,1,1,2016.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Safety Driving Simulator: Motorbike
2,1,2,2016.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Safety Driving Simulator: Car
4,1,10,2016.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,4,low_success,Melting Hearts: Our Love Will Grow 2
2,3,3,2016.0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,low_success,Lavapools
4,1,11,2016.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,low_success,Maui
2,1,3,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,30 IMPOSSIBLE LEVELS
2,3,25,2015.0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,4,low_success,Gunnheim
2,1,9,2014.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,low_success,Calibre 10 Racing
4,2,2,2011.0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,low_success,Mysterious Castle
3,3,18,2015.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,4,low_success,Amygdala
3,1,1,2016.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Blaster Simulator
3,2,2,2016.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,low_success,Deadweight
1,1,6,2016.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,low_success,Guardians of Victoria
4,3,14,2016.0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,4,low_success,Trial by Viking
2,1,4,2015.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,low_success,Hauntsters
1,3,10,2015.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,4,low_success,Icebound
1,2,1,2016.0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,low_success,Classic Fun Collection 5 in 1
2,1,3,2010.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,low_success,Fish Fillets 2
1,1,6,2010.0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,low_success,Pound of Ground
1,1,10,2010.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,low_success,Pat & Mat
3,1,10,2011.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,moderate_success,ARMA: Gold Edition
2,1,4,2015.0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,2,low_success,Dreamscapes: Nightmare's Heir - Premium Edition
4,3,2,2016.0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,4,low_success,Hero Quest: Tower Conflict
2,1,3,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Infinite Shooter
1,1,3,2016.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,low_success,Colosse
4,2,7,2016.0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,4,low_success,Scapeland
2,2,9,2015.0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,4,low_success,STEEL STRIDER
2,3,6,2016.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,6,low_success,Atriage
3,3,5,2016.0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,5,low_success,Mini Metal
4,1,13,2015.0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4,low_success,Redemption: Eternal Quest
4,2,2,2012.0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,low_success,LEVEL UP!
5,1,3,2016.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,low_success,3 Coins At School
3,6,20,2016.0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,4,low_success,C14 Dating
3,2,7,2016.0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,low_success,Of Carrots And Blood
3,3,7,2016.0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,4,low_success,Gravity Den
1,1,8,2015.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5,low_success,Princess Kaguya: Legend of the Moon Warrior
3,2,11,2015.0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,5,low_success,Puzzle Ball
4,3,12,2014.0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,2,low_success,Deadstone
6,1,38,2015.0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,low_success,Vortex
3,1,9,2015.0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,low_success,Ultimate Space Commando
4,3,18,2020.0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,low_success,Soul Saga
4,3,6,2016.0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,4,low_success,Fairies vs. Darklings: Arcane Edition
1,1,4,2016.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,low_success,Plastic Playground
3,1,9,2015.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,M4 Tank Brigade
4,1,7,2016.0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,4,low_success,"My Tower, My Home"
2,1,6,2016.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4,low_success,Virtual Rogue
2,1,3,2016.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,low_success,Andromedum
4,3,20,2015.0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,3,moderate_success,No Time To Explain Remastered
2,1,2,2016.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Bipolar Game
3,5,8,2015.0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,5,moderate_success,Fairy Tale Mysteries 2: The Beanstalk
3,7,10,2014.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,4,moderate_success,Grim Legends 2: Song of the Dark Swan
2,4,8,2016.0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,4,high_success,Fairy Tale Mysteries: The Puppet Thief
2,4,9,2015.0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,4,high_success,Mind Snares: Alice's Journey
3,8,11,2013.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,5,high_success,Nightmares from the Deep 2: The Siren`s Call
3,6,8,2014.0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,4,high_success,Nightmares from the Deep 3: Davy Jones
3,5,9,2015.0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,4,moderate_success,Queen's Quest: Tower of Darkness
2,4,9,2015.0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,4,moderate_success,The Secret Order 2: Masked Intent
2,4,8,2016.0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,4,moderate_success,The Secret Order 3: Ancient Times
3,5,8,2016.0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,4,low_success,Tibetan Quest: Beyond the World's End
3,5,11,2014.0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,4,high_success,Time Mysteries 2: The Ancient Spectres
3,5,10,2014.0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,4,high_success,Time Mysteries 3: The Final Enigma
2,4,10,2015.0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,4,moderate_success,Time Mysteries: Inheritance - Remastered
3,1,4,2016.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,low_success,Epsilon corp.
4,1,8,2015.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,low_success,Hoven the Sages Spinel
2,3,1,2015.0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,low_success,LOOP: A Tranquil Puzzle Game
3,1,4,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,low_success,Love is Blind: Mutants
4,2,5,2016.0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,low_success,Devil Sealing Stone
5,2,4,2015.0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,low_success,Shred! Downhill Mountain Biking
2,3,16,2015.0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,5,low_success,Shmadow
2,3,6,2016.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,4,low_success,Zombie Parking
2,1,3,2016.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,low_success,Roses and Gems
3,3,3,2015.0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,4,low_success,Hatch and Slay
2,1,4,2014.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,low_success,Hollow's Land
3,2,7,2016.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,5,low_success,Highrise Heroes: Word Challenge
2,1,3,2015.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,low_success,Making History: The Calm and the Storm Gold Edition
1,3,5,2016.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,low_success,boxlife
2,2,21,2016.0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,4,moderate_success,HunieCam Studio
4,2,23,2014.0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,low_success,Autocraft
3,8,12,2015.0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,6,high_success,MechaNika
2,3,2,2016.0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,low_success,Cubicolor
4,7,15,2016.0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,5,moderate_success,Level 22: Gary’s Misadventure - 2016 Edition
3,4,7,2012.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,low_success,MUD Motocross World Championship
3,5,16,2013.0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,high_success,PAC-MAN Championship Edition DX+
3,2,9,2015.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,5,low_success,MiniBikers
2,1,1,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,low_success,Lost Cosmonaut
3,1,8,2016.0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,4,low_success,Outrage
3,1,3,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,low_success,DAMAGE CONTROL
3,4,3,2015.0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,4,low_success,The Journey Back
3,1,15,2015.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,low_success,Heroes of Scene
3,2,3,2016.0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,25,low_success,S.O.R.S
1,2,6,2016.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,moderate_success,Lost girl`s [diary]
2,1,8,2016.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,low_success,Rock Paper Scissors Champion
3,3,2,2014.0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,low_success,Secret of the Pendulum
1,1,4,2015.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3,low_success,Box Out!
3,1,6,2015.0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,5,low_success,Legends of Solitaire: Curse of the Dragons
1,2,7,2014.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4,moderate_success,Z Steel Soldiers
2,1,7,2016.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,moderate_success,Black Rose
2,3,4,2016.0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,4,low_success,Broken Dreams
1,2,4,2015.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,76,low_success,Cults and Daggers
2,1,5,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,low_success,Close Order
2,1,6,2014.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,moderate_success,Trucks & Trailers
2,4,9,2015.0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,4,high_success,9 Clues 2: The Ward
2,5,10,2014.0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,4,high_success,9 Clues: The Secret of Serpent Creek
2,4,8,2015.0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,4,moderate_success,Dark Heritage: Guardians of Hope
3,3,5,2016.0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,3,low_success,Borstal
3,4,7,2016.0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,low_success,My Lady
3,1,4,2015.0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,4,low_success,Withstand: Apotheosis
2,3,10,2016.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,5,low_success,Assault on Arnhem
3,1,6,2016.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,low_success,Super Flippin' Phones
5,1,19,2016.0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,low_success,Edgar
4,1,5,2016.0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,low_success,Sword 'N' Board
4,4,11,2013.0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,4,low_success,Teddy Floppy Ear - Mountain Adventure
4,4,7,2015.0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,4,low_success,Gon' E-Choo!
2,3,6,2016.0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,low_success,Break Chance Memento
3,2,10,2016.0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,4,low_success,Ninja Outbreak
3,3,4,2016.0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,low_success,Parallels Cross
3,1,5,2015.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,low_success,"7,62 Hard Life"
4,1,3,2016.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,6,low_success,Cologne
1,1,5,2016.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,low_success,Rewind
1,1,22,2016.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,moderate_success,Jesus Christ RPG Trilogy
4,1,6,2016.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,4,low_success,Super Mustache
2,1,3,2016.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,low_success,Rocket Shooter
3,1,4,2015.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,low_success,Astronaut Simulator
2,1,10,2016.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,low_success,Silver Creek Falls - Chapter 3
2,5,18,2015.0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,2,moderate_success,Message Quest
4,2,3,2015.0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,4,low_success,Akuatica
2,1,15,2016.0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,low_success,Bezier
1,2,3,2015.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,low_success,Expert Rifleman - Reloaded
3,1,7,2016.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,4,low_success,"Don't Die Dateless, Dummy!"
3,1,3,2016.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,low_success,AMOK
2,3,2,2016.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,6,low_success,Chesster
1,3,3,2016.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,3,low_success,Hyper Box
2,2,3,2016.0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,low_success,EGO PROTOCOL
2,1,5,2016.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,low_success,Crystal Chip Collector
2,2,5,2016.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,3,low_success,Hiragana Pixel Party
1,1,8,2014.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,high_success,Raiden III Digital Edition
3,5,19,2015.0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,moderate_success,Seduce Me the Otome
3,1,9,2014.0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,2,low_success,Project Temporality
3,2,2,2015.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,low_success,RC Mini Racers
5,1,6,2016.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,low_success,Elysium: Blood Games
1,1,4,2016.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,low_success,Heartomics
1,1,4,2016.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,low_success,Heartomics 2
2,2,5,2016.0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,4,low_success,Lamia's Game Room
5,1,12,2016.0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,low_success,24 Hours 'til Rescue
